Code,Name,LongName,Market,Sector,SubSector,Price,FiftyTwoWeek,Volume,EPS,DPS,NTA,PE,DY,ROE,PTBV,MarketCapInMillion
0332,TOPVISN [s],TOPVISION EYE SPECIALIST BERHAD,Ace Market,Health Care,Health Care Providers,0.150000,0.150-0.260,1,0.610000,1.000000,0.141000,24.420000,6.670000,4.340000,1.060000,46.470000
4286,SEAL [s],SEAL INCORPORATED BERHAD,Main Market,Property,Property,0.625000,0.570-0.845,631,3.740000,0.000000,0.865000,16.700000,0.000000,4.330000,0.720000,281.130000
0160,HHHCORP [s],HIAP HUAT HOLDINGS BHD,Ace Market,Industrial Products & Services,Industrial Services,0.120000,0.110-0.140,5,1.160000,0.000000,0.270000,10.310000,0.000000,4.310000,0.440000,47.900000
03011,AMLEX [s],AMLEX HOLDINGS BERHAD,Leap Market,Technology,Semiconductors,0.170000,0.080-0.220,0,0.810000,0.120000,0.188000,21.110000,0.710000,4.290000,0.910000,45.580000
0367,ENPRO [s],ENPROSERVE GROUP BERHAD,Ace Market,Energy,"Energy, Infrastructure, Equipment & Services",0.220000,0.200-0.305,39,0.470000,0.000000,0.110000,46.900000,0.000000,4.260000,2.000000,231.000000
0310,UUE [s],UUE HOLDINGS BERHAD,Ace Market,Construction,Construction,0.360000,0.317-0.630,10,0.590000,0.000000,0.140000,60.730000,0.000000,4.230000,2.570000,328.480000
5100,BPPLAS [s],BP PLASTICS HOLDING BHD,Main Market,Industrial Products & Services,Packaging Materials,0.625000,0.590-1.090,50,4.090000,6.000000,0.970000,15.280000,9.600000,4.220000,0.640000,175.960000
0100,ESCERAM [s],ES CERAMICS TECHNOLOGY BHD,Ace Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.095000,0.090-0.130,8,1.220000,0.000000,0.290000,7.770000,0.000000,4.210000,0.330000,67.180000
7105,HCK [s],HCK CAPITAL GROUP BERHAD,Main Market,Property,Property,2.190000,2.060-2.230,2,3.530000,0.000000,0.840000,62.100000,0.000000,4.200000,2.610000,1371.730000
4251,IBHD [s],I-BERHAD,Main Market,Property,Property,0.240000,0.200-0.365,3,3.000000,0.480000,0.720000,8.000000,2.000000,4.170000,0.330000,445.750000
5322,FEYTECH [s],FEYTECH HOLDINGS BERHAD,Main Market,Industrial Products & Services,Auto Parts,0.215000,0.195-0.525,3,1.240000,0.600000,0.300000,17.370000,2.790000,4.130000,0.720000,181.290000
5005,UNISEM [s],UNISEM (M) BERHAD,Main Market,Technology,Semiconductors,2.700000,1.810-3.730,1,5.370000,7.000000,1.303000,50.260000,2.590000,4.120000,2.070000,4355.310000
5299,IGBCR,IGB COMMERCIAL REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,0.595000,0.490-0.650,3,3.940000,4.230000,0.959000,15.090000,7.110000,4.110000,0.620000,1440.620000
7140,OKA [s],OKA CORPORATION BHD,Main Market,Industrial Products & Services,Building Materials,0.420000,0.410-0.590,262,3.310000,2.500000,0.810000,12.690000,5.950000,4.090000,0.520000,103.070000
7153,KOSSAN [s],KOSSAN RUBBER INDUSTRIES BHD.,Main Market,Health Care,Health Care Equipment & Services,1.030000,0.935-2.030,63,5.920000,8.000000,1.453000,17.410000,7.770000,4.070000,0.710000,2634.610000
5281,ADVCON,ADVANCECON HOLDINGS BERHAD,Main Market,Construction,Construction,0.190000,0.180-0.250,7,1.140000,0.000000,0.280000,16.670000,0.000000,4.070000,0.680000,111.100000
0172,OCK [s],OCK GROUP BERHAD,Main Market,Telecommunications & Media,Telecommunications Service Providers,0.360000,0.345-0.510,4,2.360000,0.500000,0.580000,15.260000,1.390000,4.070000,0.620000,390.930000
0228,HPPHB [s],HPP HOLDINGS BERHAD,Ace Market,Industrial Products & Services,Packaging Materials,0.280000,0.275-0.520,962,1.290000,0.500000,0.320000,21.630000,1.790000,4.050000,0.880000,108.830000
5311,CEB,CAPE EMS BERHAD,Main Market,Industrial Products & Services,Diversified Industrials,0.295000,0.195-0.350,23,1.820000,0.000000,0.450000,16.240000,0.000000,4.040000,0.660000,292.640000
0154,EAH,EA HOLDINGS BERHAD,Ace Market,Technology,Digital Services,0.005000,0.005-0.010,0,0.040000,0.000000,0.010000,12.380000,0.000000,4.030000,0.500000,32.260000
5077,MAYBULK,MAYBULK BERHAD,Main Market,Transportation & Logistics,Transportation & Logistics Services,0.375000,0.285-0.375,4,2.060000,0.000000,0.516000,18.210000,0.000000,3.990000,0.730000,337.500000
6017,SHL,SHL CONSOLIDATED BHD,Main Market,Property,Property,2.200000,2.150-2.550,288,15.300000,12.000000,3.870000,14.380000,5.450000,3.950000,0.570000,532.670000
6521,SURIA [s],SURIA CAPITAL HOLDINGS BHD,Main Market,Transportation & Logistics,Transportation & Logistics Services,1.430000,1.210-2.050,0,13.450000,3.000000,3.403000,10.630000,2.100000,3.950000,0.420000,494.520000
5140,TASCO [s],TASCO BERHAD,Main Market,Transportation & Logistics,Transportation & Logistics Services,0.380000,0.375-0.640,5,3.220000,1.250000,0.820000,11.810000,3.290000,3.920000,0.460000,304.000000
5130,ATRIUM,ATRIUM REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,1.260000,1.220-1.410,2,5.440000,9.400000,1.387000,23.180000,7.460000,3.920000,0.910000,334.590000
6114,MKH [s],MKH BERHAD,Main Market,Property,Property,0.945000,0.910-1.100,711,12.690000,3.000000,3.250000,7.450000,3.170000,3.910000,0.290000,554.290000
0378,FAMIERA [s],FARMIERA BERHAD,Ace Market,Consumer Products & Services,Agricultural Products,0.190000,0.190-0.260,1,1.630000,0.000000,0.210000,11.680000,0.000000,3.870000,0.900000,85.500000
0350,MSB [s],MSB GLOBAL GROUP BERHAD,Ace Market,Industrial Products & Services,Auto Parts,0.075000,0.070-0.180,1,0.450000,0.000000,0.120000,16.490000,0.000000,3.790000,0.630000,45.750000
8664,SPSETIA [s],S P SETIA BERHAD,Main Market,Property,Property,0.880000,0.720-1.300,103,10.190000,2.550000,2.700000,8.630000,2.900000,3.770000,0.330000,4402.930000
4006,ORIENT,ORIENTAL HOLDINGS BHD,Main Market,Consumer Products & Services,Automotive,7.180000,6.380-7.400,740,43.530000,40.000000,11.585000,16.500000,5.570000,3.760000,0.620000,4454.430000
5192,KSSC [s],K. SENG SENG CORPORATION BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.935000,0.640-1.030,300,2.980000,0.000000,0.800000,31.350000,0.000000,3.730000,1.170000,190.790000
7132,SMISCOR [s],SMIS CORPORATION BHD,Main Market,Industrial Products & Services,Auto Parts,0.535000,0.500-0.800,60,6.710000,0.000000,1.800000,7.970000,0.000000,3.730000,0.300000,23.970000
7201,PICORP [s],PROGRESSIVE IMPACT CORPORATION,Main Market,Industrial Products & Services,Industrial Services,0.035000,0.020-0.055,0,0.260000,0.000000,0.070000,13.420000,0.000000,3.730000,0.500000,23.030000
3379,INSAS,INSAS BERHAD,Main Market,Financial Services,Other Financials,0.840000,0.820-0.970,3,14.010000,3.000000,3.760000,6.000000,3.570000,3.730000,0.220000,608.010000
7200,TEKSENG [s],TEK SENG HOLDINGS BHD,Main Market,Consumer Products & Services,Houshold Goods,0.200000,0.200-0.265,5,3.000000,1.500000,0.810000,6.670000,7.500000,3.700000,0.250000,72.130000
9466,KKB [s],KKB ENGINEERING BHD,Main Market,Industrial Products & Services,Industrial Engineering,1.170000,1.050-1.470,150,5.190000,7.500000,1.410000,22.540000,6.410000,3.680000,0.830000,337.810000
0197,WEGMANS [s],WEGMANS HOLDINGS BERHAD,Main Market,Consumer Products & Services,Houshold Goods,0.080000,0.070-0.150,2,0.870000,0.500000,0.240000,9.150000,6.250000,3.640000,0.330000,44.000000
5303,SWIFT [s],SWIFT HAULAGE BERHAD,Main Market,Transportation & Logistics,Transportation & Logistics Services,0.395000,0.320-0.440,1,3.070000,1.600000,0.844000,12.880000,4.050000,3.630000,0.470000,352.860000
5843,KPS [s],KUMPULAN PERANGSANG SELANGOR BERHAD,Main Market,Industrial Products & Services,Diversified Industrials,0.550000,0.550-0.705,224,7.320000,7.500000,2.020000,7.510000,13.640000,3.620000,0.270000,295.560000
4502,MEDIA,MEDIA PRIMA BERHAD,Main Market,Telecommunications & Media,Media,0.340000,0.270-0.450,25,2.350000,1.500000,0.651000,14.440000,4.410000,3.620000,0.520000,377.130000
0146,JFTECH [s],JF TECHNOLOGY BERHAD,Main Market,Technology,Technology Equipment,0.465000,0.355-0.675,6,0.600000,0.250000,0.167000,76.990000,0.540000,3.610000,2.780000,451.060000
7121,XL [s],XL HOLDINGS BERHAD,Main Market,Consumer Products & Services,Consumer Services,0.670000,0.505-0.750,16,1.680000,0.000000,0.470000,39.760000,0.000000,3.590000,1.430000,321.130000
6297,BOXPAK,BOX-PAK (MALAYSIA) BHD,Main Market,Industrial Products & Services,Packaging Materials,0.225000,0.220-0.630,0,2.760000,0.000000,0.770000,8.170000,0.000000,3.580000,0.290000,27.010000
0262,SUNVIEW [s],SUNVIEW GROUP BERHAD,Ace Market,Energy,Renewable Energy,0.355000,0.295-0.440,80,0.640000,0.000000,0.180000,55.260000,0.000000,3.570000,1.970000,201.540000
0385,BMS [s],BMS HOLDINGS BERHAD,Ace Market,Consumer Products & Services,Retailers,0.155000,0.140-0.215,66,1.280000,0.200000,0.180000,12.100000,1.290000,3.560000,0.860000,238.700000
5291,HPMT [s],HPMT HOLDINGS BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.160000,0.155-0.270,401,1.590000,0.400000,0.450000,10.040000,2.500000,3.540000,0.360000,52.560000
7033,HIGHTEC [s],KUMPULAN H & L HIGH-TECH BERHAD,Main Market,Industrial Products & Services,Industrial Engineering,0.600000,0.575-0.800,10,4.360000,3.000000,1.240000,13.760000,5.000000,3.520000,0.480000,73.100000
0113,MMSV [s],MMS VENTURES BERHAD,Main Market,Technology,Technology Equipment,0.265000,0.230-0.665,219,1.190000,1.000000,0.340000,22.220000,3.770000,3.510000,0.780000,54.970000
0161,HEXIND [s],HEXTAR INDUSTRIES BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.305000,0.295-0.420,1,0.400000,1.000000,0.116000,75.490000,3.280000,3.480000,2.630000,837.940000
03039,RTSTECH [s],RTS TECHNOLOGY HOLDINGS BERHAD,Leap Market,Technology,Software,0.165000,0.130-0.165,0,0.410000,0.000000,0.120000,40.140000,0.000000,3.430000,1.380000,43.030000
7095,PIE [s],P.I.E. INDUSTRIAL BHD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",1.170000,1.100-4.800,3,5.880000,5.000000,1.720000,19.880000,4.270000,3.420000,0.680000,449.330000
0261,COSMOS,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.275000,0.240-0.380,565,0.580000,0.500000,0.172000,47.120000,1.820000,3.400000,1.600000,70.540000
7227,UMSNGB [s],UMS-NEIKEN GROUP BHD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.810000,0.800-0.990,0,5.080000,3.000000,1.500000,15.930000,3.700000,3.390000,0.540000,64.800000
5120,AMFIRST,AMFIRST REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,0.305000,0.270-0.340,3,4.030000,2.400000,1.193000,7.560000,7.870000,3.380000,0.260000,209.350000
0226,ANEKA [s],ANEKA JARINGAN HOLDINGS BERHAD,Ace Market,Construction,Construction,0.115000,0.110-0.165,0,0.470000,0.000000,0.140000,24.520000,0.000000,3.350000,0.820000,79.870000
0279,SYNERGY [s],SYNERGY HOUSE BERHAD,Ace Market,Consumer Products & Services,Houshold Goods,0.230000,0.230-0.950,961,0.860000,1.640000,0.260000,26.640000,7.130000,3.320000,0.880000,115.000000
0247,UNITRAD,UNITRADE INDUSTRIES BERHAD,Ace Market,Industrial Products & Services,Building Materials,0.245000,0.160-0.275,8,0.720000,0.100000,0.220000,33.900000,0.410000,3.280000,1.110000,399.530000
7609,AJIYA [s],AJIYA BERHAD,Main Market,Industrial Products & Services,Building Materials,1.050000,0.775-1.295,1,6.170000,0.000000,1.880000,17.030000,0.000000,3.280000,0.560000,639.630000
8494,LBICAP [s],LBI CAPITAL BHD,Main Market,Property,Property,0.500000,0.340-0.565,41,4.020000,0.000000,1.250000,12.420000,0.000000,3.220000,0.400000,57.450000
6602,BCB [s],BCB BERHAD,Main Market,Property,Property,0.240000,0.220-0.310,407,4.230000,0.000000,1.350000,5.670000,0.000000,3.130000,0.180000,99.000000
2682,PARKWD [s],PARKWOOD HOLDINGS BERHAD,Main Market,Property,Property,0.060000,0.050-0.120,0,0.950000,0.000000,0.303000,6.340000,0.000000,3.120000,0.200000,35.740000
5056,ENGTEX [s],ENGTEX GROUP BERHAD,Main Market,Industrial Products & Services,Metals,0.515000,0.440-0.640,909,3.290000,0.600000,1.060000,15.640000,1.170000,3.110000,0.490000,432.040000
0068,ASDION [s],ASDION BERHAD,Ace Market,Technology,Software,0.025000,0.015-0.035,6,0.290000,0.000000,0.094000,8.630000,0.000000,3.090000,0.270000,12.770000
0379,PMW [s],PMW INTERNATIONAL BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.255000,0.215-0.365,2,1.170000,0.300000,0.190000,21.760000,1.180000,3.080000,1.340000,227.470000
0065,EFORCE [s],EXCEL FORCE MSC BERHAD,Main Market,Technology,Software,0.165000,0.160-0.290,2,0.620000,0.500000,0.200000,26.810000,3.030000,3.080000,0.830000,100.630000
0389,OGM [s],ONE GASMASTER HOLDINGS BERHAD,Ace Market,Industrial Products & Services,Industrial Services,0.130000,0.125-0.240,5,0.740000,0.000000,0.060000,17.680000,0.000000,3.070000,2.170000,40.300000
7006,RKI,RHONG KHEN INTERNATIONAL BERHAD,Main Market,Consumer Products & Services,Houshold Goods,1.060000,0.990-1.350,20,10.210000,4.000000,3.380000,10.390000,3.770000,3.020000,0.310000,208.120000
1147,GOB [s],GLOBAL ORIENTAL BERHAD,Main Market,Property,Property,0.100000,0.095-0.155,202,1.720000,0.000000,0.570000,5.820000,0.000000,3.020000,0.180000,45.470000
0102,WAJA [s],WAJA KONSORTIUM BERHAD,Ace Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.045000,0.025-0.070,9,0.120000,0.000000,0.040000,37.840000,0.000000,2.970000,1.130000,50.180000
7113,TOPGLOV [s],TOP GLOVE CORPORATION BHD,Main Market,Health Care,Health Care Equipment & Services,0.570000,0.530-0.950,306,1.740000,0.480000,0.590000,32.840000,0.840000,2.940000,0.970000,4684.110000
5220,GLOTEC [s],GLOBALTEC FORMATION BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.950000,0.425-1.230,12,2.930000,0.700000,0.998000,32.420000,0.740000,2.940000,0.950000,255.660000
0255,EIB,ECOSCIENCE INTERNATIONAL BERHAD,Ace Market,Industrial Products & Services,Industrial Engineering,0.190000,0.100-0.275,20,0.380000,0.000000,0.130000,50.080000,0.000000,2.920000,1.460000,71.060000
3336,IJM [s],IJM CORPORATION BERHAD,Main Market,Construction,Construction,2.480000,1.800-3.130,203,8.390000,8.000000,2.890000,29.550000,3.230000,2.900000,0.860000,9045.960000
7374,TIENWAH,TIEN WAH PRESS HOLDINGS BERHAD,Main Market,Industrial Products & Services,Industrial Services,0.755000,0.735-0.860,0,5.000000,5.600000,1.760000,15.110000,7.420000,2.840000,0.430000,109.280000
1171,MBSB [s],MBSB BERHAD,Main Market,Financial Services,Other Financials,0.655000,0.620-0.785,39,3.400000,3.220000,1.199000,19.270000,4.920000,2.840000,0.550000,5385.610000
8591,CRESBLD [s],CREST BUILDER HOLDINGS BHD,Main Market,Construction,Construction,0.480000,0.470-0.600,1,5.780000,0.000000,2.040000,8.310000,0.000000,2.830000,0.240000,107.960000
7029,MASTER [s],MASTER-PACK GROUP BERHAD,Main Market,Industrial Products & Services,Packaging Materials,1.730000,1.600-3.700,64,8.790000,18.000000,3.110000,19.680000,10.400000,2.830000,0.560000,94.490000
5131,ZHULIAN [s],ZHULIAN CORPORATION BERHAD,Main Market,Consumer Products & Services,Consumer Services,0.820000,0.805-1.170,150,2.550000,3.500000,0.904000,32.160000,4.270000,2.820000,0.910000,377.200000
0839EA,EQ8WAQF [s],EQ8 FTSE MALAYSIA ENHANCED DIVIDEND WAQF ETF,ETF,ETF-Equity,Equity Fund,0.910000,0.910-1.050,10,5.200000,1.700000,0.924000,17.500000,1.870000,2.820000,0.990000,1.370000
5242,SOLID [s],SOLID AUTOMOTIVE BERHAD,Main Market,Consumer Products & Services,Automotive,0.125000,0.115-0.170,0,1.320000,0.000000,0.470000,9.470000,0.000000,2.810000,0.270000,64.920000
4316,SHCHAN [s],SIN HENG CHAN (MALAYA) BERHAD,Main Market,Plantation,Plantation,0.210000,0.200-0.290,0,2.010000,0.000000,0.730000,10.430000,0.000000,2.760000,0.290000,87.820000
3743,SUNSURIA [s],SUNSURIA BERHAD,Main Market,Property,Property,0.315000,0.290-0.450,24,3.300000,0.000000,1.200000,9.540000,0.000000,2.750000,0.260000,282.210000
5054,TRC [s],TRC SYNERGY BHD,Main Market,Construction,Construction,0.295000,0.250-0.400,1,3.190000,0.700000,1.160000,9.250000,2.370000,2.750000,0.250000,141.750000
5088,APEX,APEX EQUITY HOLDINGS BHD,Main Market,Financial Services,Other Financials,0.820000,0.780-0.940,112,5.040000,0.000000,1.850000,16.260000,0.000000,2.730000,0.440000,175.120000
0008,WILLOW [s],WILLOWGLEN MSC BERHAD,Main Market,Technology,Software,0.260000,0.240-0.310,311,0.920000,1.500000,0.340000,28.370000,5.770000,2.700000,0.760000,128.960000
2429,TANCO [s],TANCO HOLDINGS BERHAD,Main Market,Property,Property,1.430000,0.690-1.650,379,0.160000,0.000000,0.061000,869.510000,0.000000,2.690000,23.400000,8771.640000
7668,BESHOM,BESHOM HOLDINGS BERHAD,Main Market,Consumer Products & Services,Retailers,0.590000,0.550-0.750,3,2.710000,4.000000,1.010000,21.760000,6.780000,2.680000,0.580000,177.060000
7245,CITAGLB [s],CITAGLOBAL BERHAD,Main Market,Industrial Products & Services,Metals,0.860000,0.685-0.960,658,2.490000,0.000000,0.940000,34.580000,0.000000,2.650000,0.910000,424.330000
5195,CENSOF [s],CENSOF HOLDINGS BERHAD,Main Market,Technology,Software,0.170000,0.160-0.255,1,0.500000,0.000000,0.189000,34.220000,0.000000,2.620000,0.900000,93.890000
0221,TCS [s],TCS GROUP HOLDINGS BERHAD,Ace Market,Construction,Construction,0.080000,0.080-0.165,20,0.340000,0.000000,0.130000,23.460000,0.000000,2.620000,0.620000,52.850000
7617,MAGNA [s],MAGNA PRIMA BERHAD,Main Market,Property,Property,0.740000,0.500-0.750,0,2.110000,0.000000,0.810000,35.110000,0.000000,2.600000,0.910000,297.060000
7207,SUCCESS [s],SUCCESS TRANSFORMER CORPORATION BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.565000,0.560-0.685,354,4.240000,3.100000,1.630000,13.320000,5.490000,2.600000,0.350000,143.050000
7088,POHUAT,POH HUAT RESOURCES HOLDINGS BERHAD,Main Market,Consumer Products & Services,Houshold Goods,0.820000,0.790-1.240,162,4.770000,8.000000,1.842000,17.180000,9.760000,2.590000,0.450000,228.210000
0056,NCT [s],NCT ALLIANCE BERHAD,Main Market,Property,Property,0.570000,0.450-0.650,8,0.990000,0.000000,0.382000,57.690000,0.000000,2.590000,1.490000,1214.980000
8567,SALCON [s],SALCON BERHAD,Main Market,Utilities,"Gas, Water & Multi-Utilities",0.230000,0.220-0.360,4,1.020000,0.000000,0.400000,22.540000,0.000000,2.550000,0.580000,261.190000
7773,EPMB [s],EP MANUFACTURING BHD,Main Market,Industrial Products & Services,Auto Parts,0.440000,0.325-0.595,910,3.280000,0.470000,1.290000,13.430000,1.070000,2.540000,0.340000,126.000000
5121,HEKTAR,HEKTAR REITS,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,0.445000,0.415-0.490,7,2.640000,2.180000,1.050000,16.830000,4.900000,2.520000,0.420000,315.630000
7323,KEN,KEN HOLDINGS BHD,Main Market,Property,Property,0.510000,0.400-0.585,0,5.280000,0.000000,2.100000,9.650000,0.000000,2.520000,0.240000,97.780000
7157,CYL [s],CYL CORPORATION BERHAD,Main Market,Industrial Products & Services,Packaging Materials,0.315000,0.255-0.400,160,2.840000,1.000000,1.130000,11.080000,3.170000,2.520000,0.280000,31.500000
5208,EITA [s],EITA RESOURCES BERHAD,Main Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.465000,0.450-0.670,184,2.070000,3.000000,0.830000,22.430000,6.450000,2.500000,0.560000,140.340000
5134,SAB [s],SOUTHERN ACIDS (M) BERHAD,Main Market,Industrial Products & Services,Chemicals,3.020000,2.820-3.600,0,13.670000,5.000000,5.590000,22.090000,1.660000,2.450000,0.540000,413.540000
2054,TDM [s],TDM BERHAD,Main Market,Plantation,Plantation,0.205000,0.160-0.215,13,0.950000,0.370000,0.390000,21.570000,1.800000,2.440000,0.530000,353.190000
5042,TSRCAP [s],TSR CAPITAL BHD,Main Market,Construction,Construction,0.220000,0.200-0.305,667,2.140000,0.000000,0.880000,10.300000,0.000000,2.430000,0.250000,38.380000
0181,AEMULUS [s],AEMULUS HOLDINGS BERHAD,Ace Market,Technology,Technology Equipment,0.165000,0.100-0.315,13,0.410000,0.000000,0.170000,39.990000,0.000000,2.430000,0.970000,110.980000
03067,AAI,ASSOCIATED AIR-PAK INDUSTRIES BERHAD,Leap Market,Industrial Products & Services,Packaging Materials,0.230000,0.190-0.230,0,1.820000,0.080000,0.190000,12.630000,0.350000,2.400000,1.210000,41.590000
0227,EFRAME [s],ECONFRAME BERHAD,Ace Market,Industrial Products & Services,Building Materials,0.310000,0.245-0.765,360,0.740000,0.000000,0.311000,41.730000,0.000000,2.390000,1.000000,120.450000
0034,MMAG [s],MMAG HOLDINGS BERHAD,Ace Market,Transportation & Logistics,Transportation & Logistics Services,0.025000,0.025-0.725,9,0.290000,0.000000,0.124000,8.530000,0.000000,2.360000,0.200000,58.030000
7117,CJCEN [s],CJ CENTURY LOGISTICS HOLDINGS BERHAD,Main Market,Transportation & Logistics,Transportation & Logistics Services,0.170000,0.130-0.210,530,1.800000,0.000000,0.780000,9.420000,0.000000,2.310000,0.220000,101.020000
0829EB,CHINAETF-USD,TRADEPLUS S&P NEW CHINA TRACKER-USD,ETF,ETF-Equity,Equity Fund,1.270000,1.215-1.270,0,3.000000,0.000000,1.323000,0.040000,0.000000,2.270000,0.960000,0.140000
6912,PASDEC [s],PASDEC HOLDINGS BHD,Main Market,Property,Property,0.285000,0.230-0.315,0,2.060000,1.300000,0.910000,13.820000,4.560000,2.270000,0.310000,114.110000
7216,KAWAN [s],KAWAN FOOD BERHAD,Main Market,Consumer Products & Services,Food & Beverages,0.810000,0.770-1.480,451,2.430000,9.000000,1.090000,33.330000,11.110000,2.230000,0.740000,294.870000
0342,RTECH [s],RICHTECH DIGITAL BERHAD,Ace Market,Consumer Products & Services,Consumer Services,0.165000,0.150-0.335,1,0.350000,0.000000,0.160000,47.520000,0.000000,2.170000,1.030000,33.400000
2143,ECM,ECM LIBRA GROUP BERHAD,Main Market,Financial Services,Other Financials,0.185000,0.175-0.220,0,0.840000,0.000000,0.390000,21.940000,0.000000,2.160000,0.470000,91.630000
5264,MALAKOF [s],MALAKOFF CORPORATION BERHAD,Main Market,Utilities,Electricity,0.800000,0.730-1.120,19,1.920000,4.400000,0.890000,41.640000,5.500000,2.160000,0.900000,4000.000000
03065,LPCGRP [s],LPC GROUP BERHAD,Leap Market,Construction,Construction,0.500000,0.400-0.500,0,0.770000,0.000000,0.090000,64.940000,0.000000,2.140000,5.560000,190.150000
2755,FCW,FCW HOLDINGS BHD,Main Market,Consumer Products & Services,Houshold Goods,1.610000,1.600-2.200,9,2.220000,0.000000,1.050000,72.430000,0.000000,2.120000,1.530000,402.490000
5269,ALSREIT [s],AL-SALAM REAL ESTATE INVESTMENT TRUST,Main Market,Real Estate Investment Trusts,Real Estate Investment Trusts,0.460000,0.340-0.500,174,2.350000,2.200000,1.124000,19.590000,4.780000,2.090000,0.410000,266.800000
5085,MUDAJYA [s],MUDAJAYA GROUP BERHAD,Main Market,Construction,Construction,0.395000,0.375-0.525,2,2.210000,0.000000,1.060000,17.850000,0.000000,2.090000,0.370000,209.930000
0391,AMBEST [s],AMBEST GROUP BERHAD,Ace Market,Industrial Products & Services,"Industrial Materials, Components & Equipment",0.310000,0.260-0.365,10,0.750000,0.000000,0.090000,41.430000,0.000000,2.080000,3.440000,158.100000
0189,MATANG,MATANG BERHAD,Ace Market,Plantation,Plantation,0.075000,0.065-0.085,5,0.220000,0.220000,0.110000,33.530000,2.930000,2.030000,0.680000,179.190000
0359,HKB [s],HARTANAH KENYALANG BERHAD,Ace Market,Construction,Construction,0.235000,0.140-0.240,15,0.150000,0.100000,0.075000,155.500000,0.430000,2.020000,3.150000,145.700000
1538,SYMLIFE [s],SYMPHONY LIFE BERHAD,Main Market,Property,Property,0.170000,0.145-0.340,6,2.510000,0.000000,1.290000,6.760000,0.000000,1.950000,0.130000,125.540000
2852,CMSB [s],CAHYA MATA SARAWAK BERHAD,Main Market,Industrial Products & Services,Building Materials,1.150000,0.785-1.630,12,6.110000,3.000000,3.160000,18.830000,2.610000,1.930000,0.360000,1237.110000
2542,RVIEW [s],RIVERVIEW RUBBER ESTATES BERHAD,Main Market,Plantation,Plantation,2.900000,2.720-3.120,0,10.670000,10.000000,5.530000,27.170000,3.450000,1.930000,0.520000,188.070000
5232,LEONFB,LEON FUAT BERHAD,Main Market,Industrial Products & Services,Metals,0.370000,0.340-0.410,160,3.360000,1.000000,1.760000,11.010000,2.700000,1.910000,0.210000,126.170000
0209,AIMFLEX [s],AIMFLEX BERHAD,Ace Market,Technology,Technology Equipment,0.075000,0.070-0.135,7,0.190000,0.000000,0.100000,39.450000,0.000000,1.900000,0.750000,110.470000
0300,SBH [s],SBH MARINE HOLDINGS BERHAD,Ace Market,Consumer Products & Services,Agricultural Products,0.160000,0.155-0.235,1,0.260000,0.250000,0.140000,60.460000,1.560000,1.890000,1.140000,142.080000
0246,CNERGEN [s],CNERGENZ BERHAD,Main Market,Technology,Technology Equipment,0.390000,0.250-0.575,2,0.600000,0.000000,0.320000,64.650000,0.000000,1.880000,1.220000,194.220000
0199,TRIMODE [s],TRI-MODE SYSTEM (M) BERHAD,Ace Market,Transportation & Logistics,Transportation & Logistics Services,0.150000,0.150-0.300,0,1.070000,0.300000,0.570000,14.000000,2.000000,1.880000,0.260000,24.900000
8133,BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,Main Market,Transportation & Logistics,Transportation Equipment,0.455000,0.200-0.480,163,0.340000,0.000000,0.180000,134.700000,0.000000,1.880000,2.530000,256.750000
0220,OVH,OCEAN VANTAGE HOLDINGS BERHAD,Ace Market,Energy,"Energy, Infrastructure, Equipment & Services",0.160000,0.130-0.215,450,0.320000,0.000000,0.170000,50.250000,0.000000,1.870000,0.940000,68.790000
5073,NAIM [s],NAIM HOLDINGS BERHAD,Main Market,Property,Property,0.665000,0.655-0.990,10,5.530000,0.000000,3.010000,12.020000,0.000000,1.840000,0.220000,341.680000
5199,HIBISCS [s],HIBISCUS PETROLEUM BERHAD,Main Market,Energy,Oil & Gas Producers,2.220000,1.360-2.460,206,6.660000,9.000000,3.630000,33.350000,4.050000,1.830000,0.610000,1637.020000
5345,GEOHAN [s],GEOHAN CORPORATION BERHAD,Main Market,Construction,Construction,0.260000,0.240-0.550,275,1.780000,0.000000,0.490000,14.590000,0.000000,1.820000,0.530000,114.400000
